Vernier Format 2
Untitled.cmbl 6/12/18 4:56 PM .
Latest
Wavelength	Intensity
λ	I
nm	rel

380.6	0.0453236419702
381.4	0.0468434239145
382.3	0.051152225985
383.2	0.0507429127318
384	0.0535860796784
384.9	0.0493901599626
385.7	0.0474454631389
386.6	0.0425410460432
387.4	0.0442618136432
388.3	0.0504042656682
389.2	0.0478410102512
390	0.0493644631664
390.9	0.0457715004176
391.7	0.0495397520259
392.6	0.0494488954966
393.4	0.0544570175197
394.3	0.05762873636
395.2	0.0545625579325
396	0.0513605535824
396.9	0.0492671824381
397.7	0.050119765425
398.6	0.051358718097
399.4	0.0496095004726
400.3	0.0577443719428
401.2	0.0599974303204
402	0.0676101061828
402.9	0.0610592586474
403.7	0.0677239062801
404.6	0.0661655791415
405.4	0.06612795169
406.3	0.0591191505373
407.2	0.0572451199031
408	0.0550306067197
408.9	0.0582271046135
409.7	0.0598001156356
410.6	0.0716500096363
411.4	0.0745335572626
412.3	0.077557519525
413.1	0.0792902177803
414	0.0833778438553
414.9	0.0936694107174
415.7	0.0983563227885
416.6	0.101807953158
417.4	0.106428787754
418.3	0.112870423905
419.1	0.120058184888
420	0.116643264227
420.9	0.119003698503
421.7	0.113872598956
422.6	0.115977900755
423.4	0.11140754201
424.3	0.117862944302
425.1	0.125243431256
426	0.130201995173
426.9	0.131689656122
427.7	0.12783238347
428.6	0.125579325092
429.4	0.125513247616
430.3	0.129203491093
431.1	0.131848425612
432	0.132224700128
432.9	0.13590668392
433.7	0.145498013087
434.6	0.15186255885
435.4	0.15130915999
436.3	0.150213375182
437.1	0.149612253701
438	0.152642640162
438.9	0.152280131788
439.7	0.153361232712
440.6	0.153148316401
441.4	0.154678193515
442.3	0.157249708617
443.1	0.162025641732
444	0.162185328965
444.9	0.160463643622
445.7	0.156737608179
446.6	0.14977377642
447.4	0.144991419106
448.3	0.136027825959
449.1	0.131948459569
450	0.125013995576
450.9	0.117682148986
451.7	0.110666923635
452.6	0.105373383626
453.4	0.107862301882
454.3	0.106892247827
455.1	0.102193405101
456	0.0943549645292
456.9	0.0903728788671
457.7	0.0953314427833
458.6	0.0987720602406
459.4	0.103004689665
460.3	0.0972632912089
461.1	0.0956911979296
462	0.0920064609087
462.9	0.0976111156998
463.7	0.104000440517
464.6	0.107433716032
465.4	0.10654901205
466.3	0.101523452915
467.1	0.103414002918
468	0.104346429522
468.9	0.107305232051
469.7	0.106698604113
470.6	0.123094995549
471.4	0.13163183833
472.3	0.139806172738
473.1	0.138147811642
474	0.156128227013
474.9	0.174390389398
475.7	0.191164890835
476.6	0.197404623588
477.4	0.212647412424
478.3	0.229734864128
479.1	0.249914191056
480	0.263473839744
480.9	0.27522094656
481.7	0.282264621936
482.6	0.292411185448
483.4	0.301548231969
484.3	0.317307709957
485.1	0.329919330415
486	0.338242339143
486.9	0.344898727091
487.7	0.349536081055
488.6	0.356701816213
489.4	0.354419390068
490.3	0.349820581298
491.1	0.345106136946
492	0.337253930233
492.9	0.329973477235
493.7	0.313359580775
494.6	0.296492387324
495.4	0.279641713242
496.3	0.26091150207
497.1	0.243863513303
498	0.221645879794
498.8	0.20733184659
499.7	0.183973458881
500.6	0.158820884153
501.4	0.135723135376
502.3	0.128829052064
503.1	0.131282178354
504	0.133658214256
504.8	0.129175958812
505.7	0.115120729055
506.6	0.0964107082221
507.4	0.0846911336876
508.3	0.0845507190514
509.1	0.0858511604857
510	0.0845993594156
510.8	0.0768499398879
511.7	0.0756403549829
512.5	0.071605040243
513.3	0.0753191450309
514.1	0.0718684324037
514.9	0.0743151344952
515.7	0.068789405578
516.5	0.0695786643172
517.3	0.0691546671806
518	0.0720730890302
518.8	0.0707129943192
519.6	0.0681598340721
520.4	0.0628048053009
521.2	0.0648486183383
522	0.0645989923185
522.8	0.0687811458936
523.6	0.0678083386104
524.3	0.0733019465323
525.1	0.0794214549893
525.9	0.0838064297055
526.7	0.0845167625708
527.5	0.0886227435001
528.3	0.0920165560787
529.1	0.0982920807981
529.9	0.113377017887
530.6	0.133500362508
531.4	0.161379550857
532.2	0.194170498243
533	0.237476941714
533.8	0.300208327597
534.6	0.370385360168
535.4	0.464250250085
536.2	0.573740627552
536.9	0.713271477474
537.7	0.846589209181
538.5	0.943691895414
539.3	0.992241403045
540.1	1.00902691739
540.9	1.01612290411
541.7	1.01651936896
542.5	1.01651936896
543.2	1.01651936896
544	1.01651936896
544.8	1.01651936896
545.6	1.01651936896
546.4	1.01651936896
547.2	1.01651936896
548	1.01166175674
548.8	1.00182539027
549.5	0.986135660729
550.3	0.948422859136
551.1	0.886973559832
551.9	0.794405440379
552.7	0.698625221405
553.5	0.601705165974
554.3	0.510944081936
555.1	0.421499040959
555.8	0.345151106339
556.6	0.280271284748
557.4	0.229932178813
558.2	0.19446325817
559	0.165881996641
559.8	0.148219120252
560.6	0.126716408322
561.4	0.114738948083
562.1	0.106592145958
562.9	0.0979433385645
563.7	0.0942806273689
564.5	0.0883244771161
565.3	0.0833356276901
566.1	0.079255343557
566.9	0.0767462349605
567.7	0.0856263135193
568.4	0.0842992575461
569.2	0.0787313124639
570	0.0720198599525
570.8	0.0731248221873
571.6	0.0832117324229
572.4	0.086023696117
573.2	0.0951891926617
574	0.10618466819
574.7	0.123499720088
575.5	0.135864467755
576.3	0.157616805705
577.1	0.187483824785
577.9	0.223521745914
578.7	0.261397905711
579.5	0.307309820765
580.3	0.352598588512
581	0.392432293531
581.8	0.417578444059
582.6	0.448339344548
583.4	0.487057992162
584.2	0.522262602902
585	0.548887236952
585.8	0.555194882667
586.6	0.561209768454
587.3	0.571477474005
588.1	0.600432256821
588.9	0.613454108275
589.6	0.587085524444
590.3	0.527350568542
591.1	0.472154768132
591.8	0.447710690785
592.5	0.427240439415
593.3	0.420841019429
594	0.403068013913
594.8	0.377997118288
595.5	0.335741490231
596.2	0.291762341345
597	0.263148041078
597.7	0.241063480264
598.4	0.237223644723
599.2	0.239096757615
599.9	0.256797261456
600.7	0.259720272019
601.4	0.250604333581
602.1	0.232791865129
602.9	0.224670759799
603.6	0.224381670842
604.3	0.234503455301
605.1	0.300550645632
605.8	0.340480713637
606.5	0.383806429705
607.3	0.405325661004
608	0.486953369492
608.8	0.610646733295
609.5	0.761462147702
610.2	0.901154520342
611	0.987761900829
611.7	1.01289520296
612.4	1.01651936896
613.2	1.01651936896
613.9	1.01592100071
614.7	1.00847168305
615.4	0.994156732102
616.1	0.953536521572
616.9	0.881573561668
617.6	0.776949056102
618.3	0.679031414333
619.1	0.594897350477
619.8	0.535944311372
620.6	0.499069408882
621.3	0.477940218239
622	0.460831658453
622.8	0.423641052467
623.5	0.394270532199
624.2	0.358361095051
625	0.338957260722
625.7	0.308389086204
626.5	0.289378045759
627.2	0.267805585382
627.9	0.254818608151
628.7	0.249067114525
629.4	0.241796756697
630.1	0.247362866294
630.9	0.257527784661
631.6	0.276375466902
632.4	0.27097638648
633.1	0.239317015868
633.8	0.189951634959
634.6	0.149062525812
635.3	0.120972256638
636	0.1037315419
636.8	0.0947936455494
637.5	0.085128896965
638.2	0.0840615621817
639	0.0735818580619
639.7	0.0789451465176
640.5	0.0720547341758
641.2	0.0719849857291
641.9	0.0633279186513
642.7	0.0622936226058
643.4	0.0598230592036
644.1	0.0591925699549
644.9	0.0627066068298
645.6	0.0678790047998
646.4	0.0743757055147
647.1	0.0686921248497
647.8	0.0670796508907
648.6	0.0658416159614
649.3	0.0762231216101
650	0.0835008213797
650.8	0.0868716903903
651.5	0.0840560557253
652.3	0.079537090572
653	0.0781714894047
653.7	0.0758055486725
654.5	0.0731927351486
655.2	0.0648522893092
655.9	0.0611739764874
656.7	0.0552701375696
657.4	0.0563521562365
658.2	0.056881693786
658.9	0.0617787689399
659.6	0.0615218009783
660.4	0.0602681644228
661.1	0.060024962602
661.8	0.0612437249342
662.6	0.0693675834916
663.3	0.0690592219377
664.1	0.070343144003
664.8	0.0638739755697
665.5	0.061791617338
666.3	0.062135770858
667	0.058373025706
667.8	0.0575654121124
668.5	0.0529666033424
669.3	0.0553408037591
670	0.0536925378339
670.8	0.0497783651331
671.5	0.0514927085341
672.3	0.0544294852381
673.1	0.0577471251709
673.8	0.0579655479383
674.6	0.0605517469233
675.3	0.0585501500509
676.1	0.0525325110359
676.8	0.0497095344291
677.6	0.0518735717629
678.4	0.052053449336
679.1	0.0507181336784
679.9	0.0525471949194
680.6	0.0667226489726
681.4	0.067979956499
682.1	0.0679460000184
682.9	0.0572460376458
683.7	0.0584895790314
684.4	0.0583519176234
685.2	0.0514908730486
685.9	0.0472325468278
686.7	0.0456944100291
687.4	0.0549709534429
688.2	0.056039205969
689	0.0573680974276
689.7	0.0504198672944
690.5	0.0551774455549
691.2	0.0566614355332
692	0.0629764231895
692.7	0.0568679276452
693.5	0.0513578003542
694.3	0.0463854702973
695	0.0507493369309
695.8	0.0561741141488
696.5	0.0600598368253
697.3	0.0594137459505
698	0.0565191854116
698.8	0.0509338032176
699.6	0.0548332920349
700.3	0.0550618099722
701.1	0.0568725163588
701.8	0.0519066105008
702.6	0.0521718381469
703.3	0.05441663684
704.1	0.0546029386122
704.9	0.0592825087415
705.6	0.062371630737
706.4	0.064010719235
707.1	0.0608151390839
707.9	0.064446647027
708.7	0.0736516065086
709.5	0.0787597624882
710.3	0.0788900819544
711.1	0.0747308719474
711.9	0.0713563319659
712.6	0.0668905958903
713.4	0.0648330167121
714.2	0.063535328506
715	0.0617732624836
715.8	0.0563117755568
716.6	0.0541247946551
717.4	0.0541651753347
718.1	0.0514394794563
718.9	0.0497076989437
719.7	0.0441590264585
720.5	0.043462459734
721.3	0.0415205161385
722.1	0.0428604205097
722.9	0.0457412149078
723.6	0.0472784339638
724.4	0.0501573928765
725.2	0.0480199700816
726	0.0464708203702
726.8	0.0490854693795
727.6	0.0488532804714
728.4	0.0476693923625
729.2	0.0467213641328
729.9	0.0447509705129
730.7	0.054118370456
731.5	0.0530290098474
732.3	0.0552554536861
733.1	0.0491809146224
733.9	0.0463744573846
734.7	0.0445252058038
735.4	0.050539173848
736.2	0.0492635114672
737	0.0551875407248
737.8	0.0471490322403
738.6	0.0517001183888
739.4	0.0479593990621
740.2	0.049581968191
740.9	0.0479410442077
741.7	0.0542844818883
742.5	0.0516918587043
743.3	0.0507328175619
744.1	0.0438469939337
744.9	0.0475216357846
745.7	0.0481255104944
746.4	0.0544707836605
747.2	0.0514321375146
748	0.0573231280343
748.8	0.0542083092426
749.6	0.0539430815965
750.4	0.0426640235676
751.2	0.0433835338601
751.9	0.0452759193488
752.7	0.0460211264374
753.5	0.039860319558
754.3	0.0365188183145
755.1	0.0412543707497
755.9	0.0446353349302
756.7	0.0501362847939
757.4	0.0492047759331
758.2	0.0514596697962
759	0.0475464148381
759.8	0.0474528050806
760.6	0.0440654167011
761.4	0.0481750686013
762.2	0.0485935592816
762.9	0.0551352293898
763.7	0.052758275745
764.5	0.0507860466397
765.3	0.0475152115856
766.1	0.0497333957398
766.9	0.0512825454512
767.7	0.0460679313161
768.5	0.0426732009948
769.2	0.0418077696099
770	0.0458889714857
770.8	0.0506511384598
771.6	0.053177684168
772.4	0.0527133063517
773.2	0.0484366252765
774	0.0418876132265
774.7	0.0393537255766
775.5	0.0416783678863
776.3	0.0494635793802
777.1	0.0483246606646
777.9	0.0496351972688
778.7	0.0481080733827
779.5	0.0515982489469
780.2	0.0505896496976
781	0.0475473325808
781.8	0.042898965704
782.6	0.0415370355075
783.4	0.0436882244432
784.2	0.0487192900342
785	0.0484614043299
785.7	0.0496700714922
786.5	0.0458210585245
787.3	0.0415104209686
788.1	0.0395583822031
788.9	0.0447500527702
789.7	0.0464634784285
790.5	0.0421124601929
791.2	0.0377384983894
792	0.0380257518607
792.8	0.0399970632233
793.6	0.0423373071593
794.4	0.0420812569404
795.2	0.0460917926269
796	0.0496994392592
796.7	0.0532511035856
797.5	0.0575562346852
798.3	0.0519231298698
799.1	0.0484705817571
799.9	0.040358653855
800.7	0.0407808155062
801.5	0.0457880197865
802.2	0.0486605545002
803	0.0491726549379
803.8	0.0444637170416
804.6	0.044563750998
805.4	0.0508108256931
806.2	0.0530868276387
807	0.0506850949405
807.8	0.0451428466544
808.5	0.0449262593724
809.3	0.0458027036701
810.1	0.0452401273827
810.9	0.0450382239843
811.7	0.0439993392252
812.5	0.0420188504355
813.3	0.0430549819664
814	0.0466543689142
814.8	0.0469131723613
815.6	0.0460963813405
816.4	0.0414737112598
817.2	0.0412415223516
818	0.0421693602415
818.8	0.0460330570928
819.5	0.0437845874288
820.3	0.0433284692969
821.1	0.0388755816194
821.9	0.0433624257776
822.7	0.041191046502
823.5	0.0426016170627
824.3	0.041168102934
825	0.0413103530556
825.8	0.045170378936
826.6	0.055160926186
827.4	0.0575635766269
828.2	0.0572965134954
829	0.0495911456182
829.8	0.0477510714646
830.5	0.0472765984784
831.3	0.0523572221763
832.2	0.0522039591421
833.1	0.0496095004726
834	0.043846076191
834.9	0.0435450565788
835.8	0.041437001551
836.7	0.0432899241027
837.6	0.0408230316713
838.5	0.0426676945385
839.4	0.0396272129071
840.3	0.0437818342006
841.2	0.0467874416086
842.1	0.0450024320182
843	0.0458917247139
843.9	0.0484623220726
844.8	0.049162559768
845.7	0.0478850619017
846.6	0.0474050824592
847.5	0.0498536200362
848.4	0.0505584464451
849.3	0.0429879867478
850.2	0.0442342813616
851.1	0.0395180015235
852	0.0405146701174
852.9	0.0373622238742
853.8	0.0404228958454
854.7	0.0455723502473
855.6	0.0551132035645
856.5	0.0559107219882
857.5	0.0542119802135
858.4	0.0470921321917
859.3	0.0458696988886
860.2	0.0487293852042
861.1	0.0446564430128
862	0.0459991006121
862.9	0.0419105567945
863.8	0.0399484228591
864.7	0.0381175261327
865.6	0.0404027055055
866.5	0.0445059332067
867.4	0.0472499839395
868.3	0.0472151097161
869.2	0.0497728586768
870.1	0.0494516487248
871	0.044976735222
871.9	0.0412415223516
872.8	0.0368813266889
873.7	0.0395813257711
874.6	0.0465194607344
875.5	0.0490322403018
876.4	0.0512651083395
877.3	0.0419665391004
878.2	0.0450813578921
879.1	0.0446766333526
880	0.048513715665
880.9	0.0487716013693
881.8	0.046507530079
882.8	0.0473243210998
883.7	0.0504382221488
884.6	0.051014564577
885.5	0.0470104530896
886.4	0.0414388370364
887.3	0.0403861861366
888.2	0.0397896533686
889.1	0.0374319723209
